Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2025-09-26 02:18:00,1.16719,1.1672500000000001,1.16717,1.16722,11,2,0
2025-09-26 02:19:00,1.16723,1.16736,1.16723,1.16733,19,2,0
2025-09-26 02:20:00,1.1673,1.16737,1.16726,1.16727,17,2,0
2025-09-26 02:21:00,1.16728,1.16734,1.16721,1.16734,15,2,0
2025-09-26 02:22:00,1.16733,1.16745,1.16732,1.16737,20,2,0
2025-09-26 02:23:00,1.16738,1.16743,1.1673499999999999,1.16742,13,2,0
2025-09-26 02:24:00,1.16745,1.16745,1.16739,1.16742,5,2,0
2025-09-26 02:25:00,1.16742,1.16743,1.16734,1.16738,11,2,0
2025-09-26 02:26:00,1.16737,1.16751,1.16733,1.1674,30,2,0
2025-09-26 02:27:00,1.16741,1.1675200000000001,1.16741,1.1675200000000001,22,2,0
2025-09-26 02:28:00,1.16753,1.16755,1.16745,1.16749,28,2,0
2025-09-26 02:29:00,1.1675200000000001,1.16758,1.16749,1.16756,13,2,0
2025-09-26 02:30:00,1.16754,1.16761,1.16754,1.16754,25,2,0
2025-09-26 02:31:00,1.16754,1.16755,1.1675,1.16751,7,2,0
2025-09-26 02:32:00,1.16754,1.16771,1.16754,1.16765,18,2,0
2025-09-26 02:33:00,1.16765,1.16776,1.16763,1.16765,25,2,0
2025-09-26 02:34:00,1.16765,1.16774,1.16765,1.16773,16,2,0
2025-09-26 02:35:00,1.16774,1.16774,1.16763,1.16765,17,2,0
2025-09-26 02:36:00,1.16771,1.16777,1.1677,1.16776,14,2,0
2025-09-26 02:37:00,1.16777,1.16777,1.16773,1.16773,3,2,0
2025-09-26 02:38:00,1.16773,1.16777,1.1677,1.1677,12,2,0
2025-09-26 02:39:00,1.1677,1.16776,1.16766,1.16766,17,2,0
2025-09-26 02:40:00,1.16767,1.16778,1.16767,1.16773,23,2,0
2025-09-26 02:41:00,1.16773,1.16775,1.16771,1.16775,11,2,0
2025-09-26 02:42:00,1.16776,1.16776,1.16767,1.16769,20,2,0
2025-09-26 02:43:00,1.16768,1.16773,1.16768,1.16772,8,2,0
2025-09-26 02:44:00,1.16772,1.16777,1.1677,1.16773,7,2,0
2025-09-26 02:45:00,1.16772,1.16778,1.16769,1.16774,21,2,0
2025-09-26 02:46:00,1.16775,1.16781,1.16773,1.16773,19,2,0
2025-09-26 02:47:00,1.16776,1.16783,1.16774,1.16778,12,2,0
2025-09-26 02:48:00,1.16778,1.16787,1.16774,1.16785,17,2,0
2025-09-26 02:49:00,1.16785,1.16788,1.16782,1.16784,10,2,0
2025-09-26 02:50:00,1.16783,1.16791,1.16783,1.16785,11,2,0
2025-09-26 02:51:00,1.1678600000000001,1.16791,1.16785,1.16791,24,2,0
2025-09-26 02:52:00,1.16789,1.1679,1.16782,1.16788,21,2,0
2025-09-26 02:53:00,1.16788,1.16795,1.1678600000000001,1.16789,17,2,0
2025-09-26 02:54:00,1.16787,1.16788,1.16784,1.16785,10,2,0
2025-09-26 02:55:00,1.16784,1.16788,1.16783,1.16784,14,2,0
2025-09-26 02:56:00,1.16784,1.16787,1.16773,1.16774,11,2,0
2025-09-26 02:57:00,1.16775,1.16775,1.1676,1.16767,23,2,0
2025-09-26 02:58:00,1.16768,1.16777,1.16768,1.16775,15,2,0
2025-09-26 02:59:00,1.16774,1.16775,1.16767,1.16767,25,2,0
2025-09-26 03:00:00,1.16773,1.16773,1.16757,1.16757,41,2,0
2025-09-26 03:01:00,1.16756,1.16758,1.16747,1.16748,18,2,0
2025-09-26 03:02:00,1.16747,1.16753,1.16747,1.16747,14,2,0
2025-09-26 03:03:00,1.16749,1.1676199999999999,1.16748,1.16758,20,2,0
2025-09-26 03:04:00,1.1676,1.16771,1.1676,1.16765,15,2,0
2025-09-26 03:05:00,1.16766,1.16769,1.16756,1.1676,10,2,0
2025-09-26 03:06:00,1.16761,1.16766,1.16757,1.16761,9,2,0
2025-09-26 03:07:00,1.16761,1.16767,1.16761,1.16764,9,2,0
2025-09-26 03:08:00,1.16765,1.16765,1.16755,1.16758,15,2,0
2025-09-26 03:09:00,1.16759,1.1677,1.16759,1.16764,16,2,0
2025-09-26 03:10:00,1.16765,1.16768,1.16763,1.16763,7,2,0
2025-09-26 03:11:00,1.16764,1.16771,1.16763,1.1677,10,2,0
2025-09-26 03:12:00,1.16769,1.16775,1.1676199999999999,1.16765,17,2,0
2025-09-26 03:13:00,1.16766,1.16766,1.1675,1.16753,12,2,0
2025-09-26 03:14:00,1.16753,1.16758,1.1675,1.16753,14,2,0
2025-09-26 03:15:00,1.16754,1.16758,1.16746,1.1675200000000001,23,2,0
2025-09-26 03:16:00,1.16753,1.1676199999999999,1.16753,1.1676199999999999,14,2,0
2025-09-26 03:17:00,1.16761,1.16765,1.16758,1.16761,9,2,0
2025-09-26 03:18:00,1.16761,1.16765,1.16761,1.16765,3,2,0
2025-09-26 03:19:00,1.16765,1.16765,1.16758,1.16758,10,2,0
2025-09-26 03:20:00,1.16758,1.16765,1.16758,1.1676199999999999,12,2,0
2025-09-26 03:21:00,1.1676199999999999,1.16768,1.16757,1.16768,9,2,0
2025-09-26 03:22:00,1.16767,1.16767,1.16758,1.1676199999999999,9,2,0
2025-09-26 03:23:00,1.16761,1.1676199999999999,1.16754,1.16754,5,2,0
2025-09-26 03:24:00,1.16754,1.16758,1.16748,1.16758,14,2,0
2025-09-26 03:25:00,1.16759,1.1676,1.1675200000000001,1.1675200000000001,17,2,0
2025-09-26 03:26:00,1.16753,1.16759,1.16753,1.16754,13,2,0
2025-09-26 03:27:00,1.16755,1.1677,1.16755,1.1677,14,2,0
2025-09-26 03:28:00,1.16771,1.16775,1.16764,1.16774,10,2,0
2025-09-26 03:29:00,1.16768,1.16773,1.16768,1.16773,12,2,0
2025-09-26 03:30:00,1.16772,1.16772,1.16755,1.16755,15,2,0
2025-09-26 03:31:00,1.16756,1.1676,1.16754,1.1676,6,2,0
2025-09-26 03:32:00,1.16763,1.16768,1.1676199999999999,1.16768,12,2,0
2025-09-26 03:33:00,1.16769,1.16774,1.16769,1.1677,13,2,0
2025-09-26 03:34:00,1.1677,1.16774,1.16769,1.16774,27,2,0
2025-09-26 03:35:00,1.16773,1.16774,1.16755,1.16757,22,2,0
2025-09-26 03:36:00,1.16755,1.16759,1.16749,1.16758,10,2,0
2025-09-26 03:37:00,1.16759,1.16766,1.16759,1.16766,12,2,0
2025-09-26 03:38:00,1.1676,1.16761,1.16757,1.16757,11,2,0
2025-09-26 03:39:00,1.16757,1.1676,1.16754,1.1676,9,2,0
2025-09-26 03:40:00,1.1676,1.16772,1.1676,1.16767,11,2,0
2025-09-26 03:41:00,1.16768,1.16781,1.16768,1.16774,15,2,0
2025-09-26 03:42:00,1.16775,1.16777,1.16766,1.16772,19,2,0
2025-09-26 03:43:00,1.16775,1.16778,1.16775,1.16777,9,2,0
2025-09-26 03:44:00,1.1678,1.16784,1.16774,1.16782,17,2,0
